Address,Connector level (group),Date Created,id,Latitude,Longitude,Name,Place,Level,Value,Image,Top,Left,ShortName
"15031 Rinaldi Street, Mission Hills, CA 91346",Level 2,2012,7818,34.279278,-118.460246,Providence Holy Cross Medical Center - General Parking,SDG7,LA,,,,,
"900 W. Olympic, Los Angeles, CA 90015",Level 2,2012,8656,34.045229,-118.266522,LA Live /  JW Marriott,SDG7,LA,,,,,
"15316 Nordhoff St, North Hills, CA 91343",Level 2,2012,7985,34.235288,-118.466035,Walgreens,SDG7,LA,,,,,
"18111 Nordhoff Street , Northridge, California 91325",Level 2,2012,9495,34.237602,-118.524445,Cal State University-Northridge - Lot G3,SDG7,LA,,,,,
"16821 Burbank Blvd., Los Angeles, CA 91436",Level 2,2012,9545,34.170545,-118.497711,Encino Glen Golf Course,SDG7,LA,,,,,
"2151 Avenue Of The Stars, Los Angeles, CA, 90067",Level 2,2012,9573,34.053619,-118.412804,Fox Studios,SDG7,LA,,,,,
"21501 Ventura Boulevard Woodland Hills, California 91364",Level 2,2012,11680,34.1688,-118.5989,Vista Ford,SDG7,LA,,,,,
"742 Seward St Los Angeles, CA 90004",Level 2,2012,12451,34.084722,-118.333077,Hollywood Vaults ,SDG7,LA,,,,,
"1200 LA Live Way ( Cherry St.), Los Angeles, CA, 90015",Level 2,2012,15294,34.043804,-118.270844,Los Angeles Convention Center (West Hall),SDG7,LA,,,,,
"6000 Hollywood Blvd, Hollywood California 90028",Level 2,2012,163,34.101322,-118.320953,Toyota Of Hollywood,SDG7,LA,,,,,
"1350 S Sepulveda Blvd, Los Angeles, CA 90025",Level 2,2012,9697,34.053284,-118.448708,Westwood Recreation Center,SDG7,LA,,,,,
"340 Main St, Venice, California 90291, United States",Level 2,2012,5292,33.995018,-118.476349,Google,SDG7,LA,,,,,
"400 S Flower St, Los Angeles, California 90071, United States",Level 2,2012,5277,34.052135,-118.254707,City National Plaza,SDG7,LA,,,,,
"10250 Constellation Blvd, Los Angeles, California 90067, United States",Level 2,2012,5691,34.056906,-118.41809,Constellation Place,SDG7,LA,,,,,
"15506 Moorpark St , Encino, California, 91436",Level 2,2012,11771,34.155823,-118.472237,Regency Apartments,SDG7,LA,,,,,
"7920 Sunset Boulevard Los Angeles, CA 90046",Level 2,2012,4383,34.097851,-118.362747,Directors Guild of America,SDG7,LA,,,,,
"9000 Airport Blvd, Los Angeles, CA 90045",Level 2,2012,8329,33.953491,-118.383598,Hertz Rent A Car,SDG7,LA,,,,,
"544 South Grand Avenue Los Angeles, CA 90017, USA",Level 2,2012,10235,34.04911,-118.254745,Pac Mutual,SDG7,LA,,,,,
"1416 Electric Ave., Venice, CA 90291",Level 2,2012,6866,33.991234,-118.464928,Electric Lodge,SDG7,LA,,,,,
"5151 State University Drive, Los Angeles, California 90032, United States",Level 2,2012,3969,34.06609,-118.1661,Cal State Los Angeles,SDG7,LA,,,,,
"505 S Flower St, Los Angeles, California 90071, United States",Level 2,2012,5276,34.05138,-118.25663,City National Plaza,SDG7,LA,,,,,
"1800 Century Park East, Los Angeles, CA, 90067",Level 2,2012,9622,34.0627,-118.415264,Standard Parking - 1840 Century Park East,SDG7,LA,,,,,
"10725 Zelzah Ave., Los Angeles, CA, 91344",Level 2,2012,6884,34.265576,-118.524476,Granada Village,SDG7,LA,,,,,
"601 S Figueroa St, Los Angeles, California 90017, United States",Level 2,2012,5495,34.050304,-118.259155,Figueroa at Wilshire,SDG7,LA,,,,,
"5880 W Centinela Ave, Los Angeles, CA, 90045",Level 2,2013,12450,33.975956,-118.384264,Airport Marina Ford,SDG7,LA,,,,,
"333 S. Hope St., Los Angeles, CA, 90071",Level 2,2013,2733,34.053537,-118.253022,Bank of America Plaza,SDG7,LA,,,,,
"6464 Sunset Blvd, Los Angeles, CA 90028",Level 2,2013,13271,34.097505,-118.331262,Building 6464,SDG7,LA,,,,,
"800 West Seventh St., Los Angeles, CA, 90017",Level 2,2013,8548,34.04889,-118.259518,818 West 7th,SDG7,LA,,,,,
"1630 West 186th Street, Gardena, CA 90248",Level 2,2013,14196,33.861164,-118.306519,Toyota Technical Center,SDG7,LA,,,,,
"6600 Topanga Canyon Boulevard Canoga Park, California 91303",Level 2,2013,12165,34.188671,-118.601967,Westfield Topanga - Nordstrom,SDG7,LA,,,,,
"111 N Hope St Los Angeles, CA 90012",Level 2,2013,15262,34.059162,-118.248711,LADWP John Ferraro Building,SDG7,LA,,,,,
"18111 Nordhoff St, Northridge, CA, 91330, USA",Level 2,2013,16493,34.239388,-118.532936,Cal State University Northridge - Lot B4,SDG7,LA,,,,,
"24930 S Western Ave, Harbor City, CA 90710, USA",Level 2,2013,16800,33.798112,-118.306856,Walgreens,SDG7,LA,,,,,
"1 LMU Drive, Los Angeles, CA, 90045",Level 2,2013,17434,33.96978,-118.415924,Loyola Marymount University - Lot D ,SDG7,LA,,,,,
"900 Exposition Boulevard, Los Angeles, CA 90007",Level 2,2013,18042,34.017624,-118.289368,Natural History Museum of Los Angeles County,SDG7,LA,,,,,
"10250 California Route 2, Los Angeles, CA 90067, USA",Level 2,2013,12219,34.058744,-118.419006,Westfield Century City,SDG7,LA,,,,,
"5151 State University Drive, Los Angeles, California, United States, 90032",Level 2,2013,18046,34.065203,-118.16926,Cal State Los Angeles -  Lot 3,SDG7,LA,,,,,
"15435 President Ave, San Pedro, CA 90732, USA",Level 2,2013,19525,33.778426,-118.30445,Marymount College at San Pedro,SDG7,LA,,,,,
"111 North Grand St., Los Angeles, CA, 90012",Level 2,2013,37622,34.058289,-118.247459,Music Center Parking,SDG7,LA,,,,,
"450 South Bixel Street, Los Angeles, CA, 90017",Level 2,2013,38084,34.055233,-118.261124,Los Angeles Center Studios,SDG7,LA,,,,,
"538 South Flower St., Los Angeles, CA 90071",Level 2,2013,18001,34.050385,-118.256569,The California Club,SDG7,LA,,,,,
"2170 Century Park East.  Los Angeles, Ca. 90067",Level 2,2013,40337,34.057972,-118.410553,Century Park East Tower Condominum,SDG7,LA,,,,,
"16501 sherman way, Van Nuys CA 91406",Level 2,2013,16161,34.201706,-118.493065,FAA Only,SDG7,LA,,,,,
"5001 Rodeo Rd, Los Angeles, CA, 90016",Level 2,2013,15551,34.022198,-118.351929,Gone Rancho Cienega Recreation Center,SDG7,LA,,,,,
"4606 Lankershim Boulevard North Hollywood, CA 91602",Level 2,2013,37612,34.154415,-118.367989,North Hollywood Toyota,SDG7,LA,,,,,
"10921 Wilshire Blvd Los Angeles, CA 90024",Level 2,2013,17915,34.0592,-118.445221,Westwood Medical Plaza,SDG7,LA,,,,,
"11546 Sherman Way, North Hollywood, CA 91605",Level 2,2013,12585,34.200898,-118.383721,Burger King,SDG7,LA,,,,,
"5711 Van Nuys Blvd, Van Nuys, CA 91401",Level 2,2013,18505,34.174168,-118.448723,Van Nuys FIAT,SDG7,LA,,,,,
"15421 Roscoe Blvd Los Angeles, CA 91343",Level 2,2013,17764,34.221749,-118.471988,Galpin Ford ,SDG7,LA,,,,,
"151 South Grand Avenue, Los Angeles, CA 90012",Level 2,2013,38046,34.054749,-118.250046,Walt Disney Concert Hall Lot 16,SDG7,LA,,,,,
"9620 Airport Blvd, Los Angeles, CA 90045, USA",Level 2,2013,16956,33.949198,-118.385239,Renaissance Hotel,SDG7,LA,,,,,
"8555 Beverly Blvd, Los Angeles, CA 90048, USA",Level 2,2013,16473,34.076221,-118.377502,Sofitel Los Angeles at Beverly Hills,SDG7,LA,,,,,
"Nordhoff and Etiwanda, Northridge, CA",Level 2,2013,37631,34.237137,-118.531898,Cal State University Northridge - Lot B2,SDG7,LA,,,,,
"1000 N Alameda St, Los Angeles, CA, 90012",Level 2,2013,19599,34.059673,-118.235931,California Endowment,SDG7,LA,,,,,
"Near Zelzah and Kinzie, Northridge, CA 91330, USA",Level 2,2013,16495,34.248996,-118.524188,Cal State University Northridge - Lot G9,SDG7,LA,,,,,
"888 N. Alameda St., Los Angeles, CA, 90012",Level 2,2013,17479,34.057533,-118.236824,Mozaic at Union Station Apartments,SDG7,LA,,,,,
"3781 Cimarron Street, Los Angeles, CA, 90018",Level 2,2013,38081,34.01828,-118.316399,Law Offices of Gabriel H. Avina,SDG7,LA,,,,,
"255 S Grand Ave, Los Angeles, California, United States, 90012",Level 2,2013,18829,34.053568,-118.251276,Grand Promenade,SDG7,LA,,,,,
"123 S Figueroa St, Los Angeles, California, United States, 90012",Level 2,2013,18830,34.057381,-118.253983,Promenade Towers Apartments,SDG7,LA,,,,,
"225 S Olive St, Los Angeles, California, United States, 90012",Level 2,2013,18831,34.05328,-118.249664,Museum Towers Apartments,SDG7,LA,,,,,
"633 W. 5th Street, Los Angeles, CA 90071",Level 2,2013,20425,34.051004,-118.254497,US Bank Tower,SDG7,LA,,,,,
"6564 Forest Lawn Dr Los Angeles, CA 90068",Level 2,2013,20089,34.146111,-118.333961,Warner Bros Studios,SDG7,LA,,,,,
"11355 W Olympic Blvd, Los Angeles, California, 90064",Level 2,2013,15375,34.038052,-118.443298,Trident Center,SDG7,LA,,,,,
"2121 Avenue of the Stars , Los Angeles, California, 90067",Level 2,2013,15105,34.054375,-118.413979,Fox Plaza,SDG7,LA,,,,,
"4311 Lincoln Blvd, Marina Del Rey, CA, 90292",Level 2,2013,17332,33.984497,-118.443428,Ralphs Store #280,SDG7,LA,,,,,
"601 S Figueroa St, Los Angeles, California 90017, United States",Level 2,2013,5495,34.050304,-118.259155,Figueroa at Wilshire,SDG7,LA,,,,,
"1230 W 3rd St Los Angeles, CA 90017",DCFC,2013,17908,34.056873,-118.259399,LADWP Joint Service Center,SDG7,LA,,,,,
"11999 San Vicente Blvd, Los Angeles, CA, 90049",Level 2,2013,19781,34.052654,-118.472809,Office Building,SDG7,LA,,,,,
"1015 Abbot Kinney Blvd Los Angeles, CA 90291",Level 2,2013,20840,33.992476,-118.4721,Recargo Research and Development,SDG7,LA,,,,,
"5999 Center Drive Los Angeles, Ca. 90045",Level 2,2014,47041,33.976421,-118.388351,Univision,SDG7,LA,,,,,
"11791 Truesdale Street, Sun Valley, CA 91352",Level 2,2014,42955,34.248714,-118.388161,Los Angeles Department of Water and Power,SDG7,LA,,,,,
"8700 Beverly Blvd, Los Angeles, CA 90048",Level 2,2014,43049,34.074627,-118.382118,Cedars Sinai Medical Center - Lot 8,SDG7,LA,,,,,
"1115 W. Sunset Blvd Suite #111, Los Angeles, CA 90012",Level 2,2014,44297,34.066827,-118.248317,The Elysian Apartments,SDG7,LA,,,,,
"10201 West Pico Blvd, Bldg 100, Los Angeles, California, United States, 90067",Level 2,2014,44329,34.051819,-118.411026,Fox Sudios - Building 100,SDG7,LA,,,,,
"333 S. Hope St., Los Angeles, CA, 90071",Level 2,2014,2733,34.053537,-118.253022,Bank of America Plaza,SDG7,LA,,,,,
"14401 Saticoy St, Van Nuys, CA 91405, USA",DCFC,2014,44447,34.208514,-118.447335,LADWP,SDG7,LA,,,,,
"111 N Hope St Los Angeles, CA 90012",Level 2,2014,15262,34.059162,-118.248711,LADWP John Ferraro Building,SDG7,LA,,,,,
10270 almayo Ave Los Angeles ca 90064,Level 2,2014,45247,34.049219,-118.41235,Fox Studios,SDG7,LA,,,,,
"11151 Laurel Canyon Blvd, San Fernando, CA, United States",Level 2,2014,45259,34.272678,-118.447823,Galpin Honda,SDG7,LA,,,,,
"4024 Radford Ave, Studio City, CA, 91604",Level 2,2014,45360,34.14788,-118.3911,CBS Studio Center,SDG7,LA,,,,,
"16721 Ventura Blvd. Encino CA, 91436",Level 2,2014,45435,34.158733,-118.49765,Mercedes dealer Encino,SDG7,LA,,,,,
"7301 Vista Del Mar Playa del Rey, CA 90293",Level 2,2014,45746,33.954709,-118.447775,Breakers & Westport,SDG7,LA,,,,,
"5701 W Century Blvd, Los Angeles International Airport, Inglewood, CA 90304",Level 2,2014,46548,33.94641,-118.380654,The Parking Spot,SDG7,LA,,,,,
"5855 Van Nuys Blvd, Van Nuys, CA 91401",Level 2,2014,46916,34.176296,-118.449646,Keyes Toyota,SDG7,LA,,,,,
"1900 S Figueroa St, Los Angeles, CA 90007",Level 2,2014,46960,34.033665,-118.272194,Porsche of Downtown LA,SDG7,LA,,,,,
"300 S Doheny Dr Los Angeles, CA 90048",Level 2,2014,47364,34.072987,-118.389203,Four Seasons Los Angeles At Beverly Hills,SDG7,LA,,,,,
"900 Exposition Boulevard, Los Angeles, CA 90007",Level 2,2014,18042,34.017624,-118.289368,Natural History Museum of Los Angeles County,SDG7,LA,,,,,
"357 W 35th St Los Angeles, CA 90007",DCFC,2014,51188,34.018997,-118.277367,University of Southern California,SDG7,LA,,,,,
"18111 Nordhoff Street , Northridge, California 91325",Level 2,2014,9495,34.237602,-118.524445,Cal State University-Northridge - Lot G3,SDG7,LA,,,,,
" 1598 W. L St., Wilmington, CA 90744",Level 2,2014,52429,33.78466,-118.286301,LA Harbor College,SDG7,LA,,,,,
"1000 Wilshire Blvd Los Angeles, CA 90017",Level 2,2014,52651,34.050377,-118.261452,Wedbush Building,SDG7,LA,,,,,
"4520 Sepulveda Blvd, Sherman Oaks, CA 91403, USA",Level 2,2014,11564,34.151735,-118.466618,Whole Foods Market,SDG7,LA,,,,,
"3181 Helms Ave Los Angeles, CA 90034",Level 2,2014,54978,34.031078,-118.38607,Helms Bakery Parking,SDG7,LA,,,,,
"12100 Wilshire Blvd. Los Angeles, CA 90025",Level 2,2014,55516,34.043785,-118.467613,Office building,SDG7,LA,,,,,
"5800 Fulton Avenue Valley Glen, CA 91401",Level 2,2014,55548,34.176156,-118.418957,Los Angeles Valley College,SDG7,LA,,,,,
"433 E Temple St, Los Angeles, CA, 90012",Level 2,2014,55757,34.050681,-118.236336,Los Angeles Department of Water and Power,SDG7,LA,,,,,
"941 W 35th St, Los Angeles, CA, 90089, USA",DCFC,2014,55838,34.024501,-118.287133,University of Southern California - Lot 6,SDG7,LA,,,,,
"1975 Zonal Ave, Los Angeles, CA 90089",Level 2,2014,9028,34.0611,-118.206261,USC - Biggy Lot,SDG7,LA,,,,,
"4245 Lankershim Boulevard North Hollywood, CA 91602",Level 2,2014,55863,34.147728,-118.36447,Century West BMW,SDG7,LA,,,,,
"1875 Century Park E, Los Angeles CA 90067",Level 2,2014,2670,34.061357,-118.414762,Watt Plaza Office of the Building,SDG7,LA,,,,,
"11340 W. Olympic Blvd., Los Angeles, CA 90064",Level 2,2014,55893,34.037378,-118.441132,Commerce Plaza,SDG7,LA,,,,,
"222 W 6th St, Los Angeles, CA, 90731",Level 2,2014,55898,33.739149,-118.282626,Topaz,SDG7,LA,,,,,
"6080 Center Drive Los Angeles, CA 90045",Level 2,2014,55713,33.979059,-118.392963,Howard Hughes Center,SDG7,LA,,,,,
"221 Westwood Plaza, Los Angeles, CA 90077",DCFC,2014,55905,34.072537,-118.444737,UCLA - Parking Structure 4,SDG7,LA,,,,,
"21215 Burbank Blvd, Woodland Hills, CA 91367, USA",Level 2,2014,15057,34.173912,-118.593139,Intuit,SDG7,LA,,,,,
"5151 State University Drive, Los Angeles, California, United States, 90032",Level 2,2014,18046,34.065203,-118.16926,Cal State Los Angeles -  Lot 3,SDG7,LA,,,,,
"1214 N Mission Rd Los Angeles, CA 90033",Level 2,2014,56082,34.061883,-118.212517,LA County LAC/USC Med Center Lot 10,SDG7,LA,,,,,
"135 N. Grand Ave., Los Angeles, CA",Level 2,2014,56121,34.056362,-118.248741,LA County Music Center,SDG7,LA,,,,,
"320 N. Fremont St., Los Angeles, CA ",Level 2,2014,56122,34.060173,-118.24984,LA County Health Services Lot 29,SDG7,LA,,,,,
"13131 Sherman Way, Los Angeles, CA, 91605",Level 2,2014,56131,34.202253,-118.419266,Shopping Center,SDG7,LA,,,,,
"141 N Robertson Blvd, Los Angeles, CA 90048, USA",Level 2,2014,56252,34.074341,-118.384071,Robertson Alden Garage - Lot 703,SDG7,LA,,,,,
"5850 Centinela Avenue, Los Angeles, CA 90045",Level 2,2014,56323,33.976005,-118.383919,Airport Marina Honda,SDG7,LA,,,,,
"5070 Wilshire Boulevard Los Angeles, CA 90036",Level 2,2014,56448,34.06177,-118.340009,never works!,SDG7,LA,,,,,
"2300 Colorado Boulevard Los Angeles, CA 90041",Level 2,2014,54356,34.139476,-118.216957,Comfort Inn,SDG7,LA,,,,,
"555 Universal Hollywood Dr. Universal City, CA 91608",Level 2,2014,40197,34.137037,-118.358402,Hilton Hotel Universal City,SDG7,LA,,,,,
"13141 Fountain Park Dr., Los Angeles, CA 90094",Level 2,2014,56552,33.974518,-118.430176,Fountain Park at Playa Vista,SDG7,LA,,,,,
"5905 Wilshire Boulevard, Los Angeles, CA, 90036",Level 2,2014,8464,34.064774,-118.359207,Los Angeles County Museum of Art,SDG7,LA,,,,,
"9545 Wentworth Ave, Sunland, CA 91040",Level 2,2014,56667,34.264343,-118.339989,Independent Studio Services ,SDG7,LA,,,,,
"18111 Nordhoff St Los Angeles, CA 91325",Level 2,2014,56821,34.241942,-118.532124,Cal State University Northridge - Lot B5,SDG7,LA,,,,,
"6330 Arizona Cir Los Angeles, CA 90045",Level 2,2014,57000,33.980376,-118.397296,Office Building,SDG7,LA,,,,,
"21141 Ventura Blvd Los Angeles, CA 91364",Level 2,2014,57109,34.167587,-118.593803,Livingston Volkswagen,SDG7,LA,,,,,
"550 S Flower St, Los Angeles, CA 90071",Level 2,2014,57184,34.050184,-118.257063,The Standard Downtown LA,SDG7,LA,,,,,
"12422 West Bluff Creek Drive Los Angeles, CA 90094",Level 2,2014,20779,33.976593,-118.407173,YouTube Space ,SDG7,LA,,,,,
"9385 Zelzah Ave, Northridge, CA 91330",DCFC,2014,19830,34.242462,-118.524704,Cal State University Northridge - Lot F5,SDG7,LA,,,,,
"189 The Grove Dr, Los Angeles, CA 90036, USA",Level 2,2014,8611,34.072874,-118.358174,The Grove,SDG7,LA,,,,,
"5840 W. Centinela Ave., Los Angeles, CA 90045",Level 2,2014,45462,33.975513,-118.382988,Tesla Motors Service Center Centinela,SDG7,LA,,,,,
"18300 Tarzana Dr, Tarzana, CA 91356",Level 2,2014,40339,34.160982,-118.532147,El Caballero Country Club,SDG7,LA,,,,,
"555 W 5th Street, Los Angeles, Ca 90013",Level 2,2014,59134,34.049921,-118.252935,Gas Company Tower,SDG7,LA,,,,,
"2170 Century Park East.  Los Angeles, Ca. 90067",Level 2,2014,40337,34.057972,-118.410553,Century Park East Tower Condominum,SDG7,LA,,,,,
5855 West Century Boulevard  Los Angeles  California  90045  USA ,Level 2,2014,57082,33.946461,-118.384285,Los Angeles Airport Marriott,SDG7,LA,,,,,
"6250 Hollywood Blvd., Los Angeles, ca 90028",Level 2,2014,58298,34.100632,-118.325867,W Hollywood Hotel and Residences,SDG7,LA,,,,,
"2151 Avenue of the Stars, Los Angeles, California 90067 United States",Level 2,2014,56075,34.054016,-118.412369,InterContinental Hotel Los Angeles,SDG7,LA,,,,,
"700 N Alameda St Los Angeles, CA 90012",Level 2,2014,55263,34.05489,-118.236176,Metropolitan Water District,SDG7,LA,,,,,
"10635 Santa Monica Blvd, Los Angeles, CA 90025",Level 2,2014,55128,34.05379,-118.42988,LAZ Parking - Atria West,SDG7,LA,,,,,
"1200 LA Live Way ( Cherry St.), Los Angeles, CA, 90015",Level 2,2014,15294,34.043804,-118.270844,Los Angeles Convention Center (West Hall),SDG7,LA,,,,,
"151 South Grand Avenue, Los Angeles, CA 90012",Level 2,2014,38046,34.054749,-118.250046,Walt Disney Concert Hall Lot 16,SDG7,LA,,,,,
"14445 Olive View Dr, Sylmar, CA 91342",Level 2,2014,56096,34.325082,-118.44859,Olive View UCLA Medical Center,SDG7,LA,,,,,
"931 Downey Way Los Angeles, CA 90089",DCFC,2014,10821,34.021061,-118.288231,University of Southern California - Lot 2,SDG7,LA,,,,,
"701 Stone Canyon Road, Los Angeles, CA 90077",Level 2,2014,57920,34.086269,-118.445671,Hotel Bel Air,SDG7,LA,,,,,
"10923 Santa Monica Boulevard Los Angeles, CA 90025",Level 2,2014,46959,34.049553,-118.438942,Beverly Hills Porsche Service Center,SDG7,LA,,,,,
"18350-18362 Plummer St, Northridge, CA 91325",Level 2,2014,51199,34.242943,-118.532867,Cal State University Northridge - Lot B6,SDG7,LA,,,,,
"1350 S Sepulveda Blvd, Los Angeles, CA 90025",Level 2,2014,9697,34.053284,-118.448708,Westwood Recreation Center,SDG7,LA,,,,,
"2970 W Olympic Blvd Los Angeles, CA 90006",Level 2,2014,57767,34.052353,-118.299667,Chase Bank Building,SDG7,LA,,,,,
"145 North Broadway, Los Angeles, CA 90012, USA",Level 2,2014,47273,34.055061,-118.245041,Grand Park - Auto Park 10,SDG7,LA,,,,,
"7515 Van Nuys Blvd, Van Nuys, CA 91405",Level 2,2014,54755,34.207142,-118.449303,Mid Valley Comprehensive Health Center,SDG7,LA,,,,,
6550 Van Nuys Blvd Los Angeles CA 91405 United States,DCFC,2014,57282,34.190149,-118.447573,LADWP,SDG7,LA,,,,,
"12005 Albers St, Los Angeles, California, United States, 91607",Level 2,2014,44156,34.170635,-118.393639,Avery Apartments,SDG7,LA,,,,,
"10201 West Pico Blvd, Los Angeles, California, United States, 90067",Level 2,2014,44210,34.051228,-118.409554,Fox Studios - Building 103,SDG7,LA,,,,,
"10201 West Pico Blvd, Los Angeles, California, United States, 90067",Level 2,2014,44208,34.052189,-118.410378,Fox Studios - Building 101,SDG7,LA,,,,,
"6300 Romaine St, Los Angeles, CA, 90038",Level 2,2014,55866,34.088769,-118.32941,Television Center Parking Lot,SDG7,LA,,,,,
"21201 Kittridge St, Los Angeles, CA, 91303",Level 2,2014,55984,34.191563,-118.594124,Reveal Luxury Apartments,SDG7,LA,,,,,
"3401 S. Grand Ave, Los Angeles, CA 90007",Level 2,2014,9026,34.020436,-118.277228,University of Southern California - UPX,SDG7,LA,,,,,
"931 Downey Way Los Angeles, CA 90089",Level 2,2014,10821,34.021061,-118.288231,University of Southern California - Lot 2,SDG7,LA,,,,,
"2121 Avenue of the Stars , Los Angeles, California, 90067",Level 2,2014,15105,34.054375,-118.413979,Fox Plaza,SDG7,LA,,,,,
"333 S Grand Ave Los Angeles, CA 90071",Level 2,2014,8258,34.052973,-118.25279,Wells Fargo Center,SDG7,LA,,,,,
"5201 Van Nuys Blvd, Sherman Oaks, CA 91401",Level 2,2014,44352,34.165314,-118.44915,Center BMW,SDG7,LA,,,,,
"5440 Valley Circle Blvd, Woodland Hills, CA 91367",Level 2,2014,55730,34.169346,-118.642616,El Camino Real High School,SDG7,LA,,,,,
"111 E 4th St Los Angeles, CA 90013",Level 2,2014,54741,34.047863,-118.246803,4th Street Parking/Charging,SDG7,LA,,,,,
"6501 Fallbrook Avenue , West Hills, CA 91307",Level 2,2014,46542,34.188229,-118.623688,Fallbrook Center,SDG7,LA,,,,,
"12233 W Olympic Blvd, Los Angeles, CA, 90064",Level 2,2014,38234,34.032661,-118.456802,Tribeca West,SDG7,LA,,,,,
"5700 Canoga Ave, Woodland Hills, CA 91367, USA",Level 2,2014,45640,34.174294,-118.59708,Hines Warner Center,SDG7,LA,,,,,
"320 N. Fremont St., Los Angeles, CA ",Level 2,2015,56122,34.060173,-118.24984,LA County Health Services Lot 29,SDG7,LA,,,,,
"135 N. Grand Ave., Los Angeles, CA",Level 2,2015,56121,34.056362,-118.248741,LA County Music Center,SDG7,LA,,,,,
"6115 Van Nuys Boulevard Van Nuys, CA 91401",Level 2,2015,59717,34.181465,-118.449272,Volkswagen of Van Nuys,SDG7,LA,,,,,
"2944 Gleneden St, Los Angeles, CA 90039, USA",Level 2,2015,60679,34.107075,-118.247803,MacAdams Riverfront Park,SDG7,LA,,,,,
"1000 N Western Ave, San Pedro 90732",DCFC,2015,54942,33.752822,-118.308251,Ralph's,SDG7,LA,,,,,
"1210 S Hill St Los Angeles, CA 90015",Level 2,2015,61439,34.03767,-118.260925,AT&T Center,SDG7,LA,,,,,
"111 N Hope St Los Angeles, CA 90012",Level 2,2015,15262,34.059162,-118.248711,LADWP John Ferraro Building,SDG7,LA,,,,,
"12001 Chalon Road Los Angeles, California 90049",Level 2,2015,62077,34.08412,-118.481594,Mount St Mary's University Chalon Campus,SDG7,LA,,,,,
3667 McClintock Avenue Los Angeles CA 90089,Level 2,2015,62721,34.021161,-118.289988,University of Southern California - PSA,SDG7,LA,,,,,
"2904 Casitas Ave, Los Angeles, CA 90039, USA",Level 2,2015,62948,34.110451,-118.246743,Extra Space Storage,SDG7,LA,,,,,
"12855 Runway Rd, Playa Vista 90094",DCFC,2015,62430,33.975524,-118.418655,Playa Vista Community Center,SDG7,LA,,,,,
"18568 Ventura Blvd, Tarzana 91356",DCFC,2015,38609,34.16892,-118.537994,Walgreens,SDG7,LA,,,,,
"5675 Lemon Grove Ave, Los Angeles, CA 90038",Level 2,2015,65677,34.087311,-118.31543,Paramount Studios,SDG7,LA,,,,,
"1000 Wilshire Blvd Los Angeles, CA 90017",Level 2,2015,52651,34.050377,-118.261452,Wedbush Building,SDG7,LA,,,,,
"1317 Shatto St, Los Angeles, CA 90017",Level 2,2015,8452,34.05496,-118.266769,Good Samaritan Hospital,SDG7,LA,,,,,
"318 W Adams Blvd, Los Angeles, CA 90007, USA",Level 2,2015,66848,34.026056,-118.273681,Department of Public Social Services,SDG7,LA,,,,,
